ID_1	ISSN	ShortName	LongName	Year	SciSS	ISI_Category	ISI	ImpactFactor	IF_percentile	Citation_2yr	Article_2yr	Citation_ALL	Eigenfactor	EF_percentile	ArticleInfluence	AI_percentile	Citation_5yr	SelfCitation_5yr	Article_5yr	Notes	ID_2	RowUpdate	CatName	CatID	Price	Country	First_Pub	Publisher	normPrice	CE	EFn
NULL	0747-4946	SEQUENTIAL ANAL	Sequential Analysis-Design Methods and Applications	2014	NULL	XY	ISI	NULL	NULL	NULL	NULL	NULL	0.00106526	0.3225	0.838581	0.728036	70	NULL	80	NULL	0	2016-02-10 17:40:35	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	0.119309
NULL	1450-698X	SERB ASTRON J	Serbian Astronomical Journal	2014	NULL	BU	ISI	NULL	NULL	NULL	NULL	NULL	0.000138438	0.0423214	0.212644	0.209018	19	NULL	41	NULL	0	2016-02-10 17:40:35	ASTRONOMY AND ASTROPHYSICS	21	NULL	NULL	NULL	NULL	NULL	NULL	0.0155051
NULL	0098-7913	SERIALS REV	SERIALS REVIEW	2014	SS	NU	ISI	NULL	NULL	NULL	NULL	NULL	0.000304262	0.1	0.153292	0.143036	47	NULL	125	NULL	0	2016-02-10 17:40:35	INFORMATION SCIENCE	50	394.00	United-Kingdom	1975	Elsevier-Ltd	NULL	NULL	0.0340773
NULL	1869-4195	SERIES-J SPAN ECON	Series-Journal of the Spanish Economic Association	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000454816	0.150893	0.325488	0.330625	41	NULL	88	NULL	0	2016-02-10 17:40:35	ECONOMICS	5	0.00		0		NULL	NULL	0.0509394
NULL	1862-8516	SERV BUS	Service Business	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000228964	0.0741071	0.113539	0.100357	51	NULL	127	NULL	0	2016-02-10 17:40:35	MARKETING	122	0.00		0		NULL	NULL	0.025644
NULL	1743-9507	SERV IND J	SERVICE INDUSTRIES JOURNAL	2014	NULL	PC	ISI	NULL	NULL	NULL	NULL	NULL	0.00225163	0.515089	0.223308	0.220893	444	NULL	635	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.252182
NULL	1877-0533	SET-VALUED VAR ANAL	Set-Valued and Variational Analysis	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00246262	0.534464	1.11574	0.828036	155	NULL	139	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	0.00		0		NULL	NULL	0.275813
NULL	1079-0632	SEX ABUSE-J RES TR	SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT	2014	SS	EQ FE	ISI	NULL	NULL	NULL	NULL	NULL	0.00151411	0.410268	0.733493	0.670357	258	NULL	130	NULL	0	2016-02-10 17:40:35	CRIMINOLOGY	68	759.00	United-States	1988	Springer-New-York-LLC	NULL	NULL	0.169581
NULL	1661-5425	SEX DEV	Sexual Development	2014	Sci	HY	ISI	NULL	NULL	NULL	NULL	NULL	0.00223506	0.513571	0.813626	0.713661	367	NULL	173	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1426.00		0		NULL	NULL	0.250327
NULL	0146-1044	SEX DISABIL	SEXUALITY AND DISABILITY	2014	SS	WC	ISI	NULL	NULL	NULL	NULL	NULL	0.00058044	0.19125	0.255624	0.256786	97	NULL	143	NULL	0	2016-02-10 17:40:35	MEDICINE	2	822.00	United-States	1978	Springer-New-York-LLC	NULL	NULL	0.0650093
NULL	1468-1811	SEX EDUC-SEX SOC LEA	Sex Education-Sexuality Society and Learning	2014	NULL	NE	ISI	NULL	NULL	NULL	NULL	NULL	0.000557024	0.18375	0.347323	0.356786	91	NULL	101	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.0623867
NULL	1448-5028	SEX HEALTH	Sexual Health	2014	Sci SS	NE NN	ISI	NULL	NULL	NULL	NULL	NULL	0.00335262	0.608125	0.530497	0.523839	561	NULL	398	NULL	0	2016-02-10 17:40:35	INFECTIOUS DISEASES	118	495.00		0		NULL	NULL	0.375494
NULL	0934-0882	SEX PLANT REPROD	SEXUAL PLANT REPRODUCTION	2014	Sci	DE WF	ISI	NULL	NULL	NULL	NULL	NULL	0.0012456	0.361607	0.688106	0.637946	225	NULL	114	NULL	0	2016-02-10 17:40:35	PLANT BIOLOGY	14	1386.00	Germany	1988	Springer-Verlag	NULL	NULL	0.139507
NULL	1468-1994	SEX RELATSH THER	Sexual and Relationship Therapy	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000527543	0.173036	0.232329	0.231607	87	NULL	143	NULL	0	2016-02-10 17:40:35	UROLOGY	80	0.00		0		NULL	NULL	0.0590848
NULL	1877-5756	SEX REPROD HEALTHC	Sexual & Reproductive Healthcare	2014	NULL	NE	ISI	NULL	NULL	NULL	NULL	NULL	0.000598017	0.197321	0.355295	0.36625	117	NULL	106	NULL	0	2016-02-10 17:40:35	MEDICINE	2	NULL	NULL	NULL	NULL	NULL	NULL	0.0669779
NULL	1868-9884	SEX RES SOC POLICY	Sexuality Research and Social Policy	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00116118	0.343393	0.497468	0.496696	166	NULL	147	NULL	0	2016-02-10 17:40:35	SOCIOLOGY	19	0.00		0		NULL	NULL	0.130053
NULL	0360-0025	SEX ROLES	SEX ROLES	2014	SS	MY WQ ZK	ISI	NULL	NULL	NULL	NULL	NULL	0.0083745	0.798482	0.838473	0.727857	1119	NULL	629	NULL	0	2016-02-10 17:40:35	PSYCHOLOGY	4	1754.00	United-States	1975	Springer-New-York-LLC	NULL	NULL	0.937944
NULL	0148-5717	SEX TRANSM DIS	SEXUALLY TRANSMITTED DISEASES	2014	Sci	NN	ISI	NULL	NULL	NULL	NULL	NULL	0.0150742	0.881875	1.17929	0.845268	2022	NULL	805	NULL	0	2016-02-10 17:40:35	INFECTIOUS DISEASES	118	848.00	United-States	1974	Lippincott-Williams-&-Wilkins	NULL	NULL	1.68831
NULL	1368-4973	SEX TRANSM INFECT	SEXUALLY TRANSMITTED INFECTIONS	2014	Sci	NN	ISI	NULL	NULL	NULL	NULL	NULL	0.0128404	0.861607	1.15852	0.84	2049	NULL	698	NULL	0	2016-02-10 17:40:35	INFECTIOUS DISEASES	118	783.68	United-Kingdom	1925	B-M-J-Publishing-Group	NULL	NULL	1.43812
NULL	1363-4607	SEXUALITIES	Sexualities	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00142025	0.393393	0.432091	0.437946	129	NULL	207	NULL	0	2016-02-10 17:40:35	SOCIOLOGY	19	0.00		0		NULL	NULL	0.159068
NULL	0300-5267	SHILAP-REV LEPIDOPT	SHILAP-REVISTA DE LEPIDOPTEROLOGIA	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000272966	0.0891071	0.0872615	0.0735714	32	NULL	197	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.0305722
NULL	1744-5302	SHIPS OFFSHORE STRUC	Ships and Offshore Structures	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000556658	0.183571	0.203817	0.198393	72	NULL	172	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.0623457
NULL	1073-2322	SHOCK	SHOCK	2014	Sci	DS MA YA ZD	ISI	NULL	NULL	NULL	NULL	NULL	0.0103491	0.832054	0.752601	0.681339	2131	NULL	866	NULL	0	2016-02-10 17:40:35	MEDICINE	2	1711.00	United-States	1994	Lippincott-Williams-&-Wilkins	NULL	NULL	1.1591
NULL	1070-9622	SHOCK VIB	SHOCK AND VIBRATION	2014	Sci	AA IU PU	ISI	NULL	NULL	NULL	NULL	NULL	0.00133179	0.37875	0.244524	0.245714	191	NULL	343	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	640.00	Netherlands	1994	I-O-S-Press	NULL	NULL	0.14916
NULL	0938-1287	SHOCK WAVES	SHOCK WAVES	2014	Sci	PU	ISI	NULL	NULL	NULL	NULL	NULL	0.00178601	0.453661	0.422847	0.428214	244	NULL	266	NULL	0	2016-02-10 17:40:35	FLUID MECHANICS	81	1151.00	Germany	1990	Springer-Verlag	NULL	NULL	0.200033
NULL	1536-0040	SIAM J APPL DYN SYST	SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS	2014	Sci	PN UR	ISI	NULL	NULL	NULL	NULL	NULL	0.00447697	0.676875	1.02526	0.799821	392	NULL	275	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	182.00	United-States	2002	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	0.501421
NULL	0036-1399	SIAM J APPL MATH	SIAM JOURNAL ON APPLIED MATHEMATICS	2014	Sci	PN	ISI	NULL	NULL	NULL	NULL	NULL	0.00818916	0.794107	1.04187	0.805804	731	NULL	495	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	593.00	United-States	1953	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	0.917186
NULL	0097-5397	SIAM J COMPUT	SIAM JOURNAL ON COMPUTING	2014	Sci	EX PN	ISI	NULL	NULL	NULL	NULL	NULL	0.00891253	0.81	1.35904	0.879643	340	NULL	413	NULL	0	2016-02-10 17:40:35	COMPUTER SCIENCE	26	619.00	United-States	1972	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	0.998203
NULL	0363-0129	SIAM J CONTROL OPTIM	SIAM JOURNAL ON CONTROL AND OPTIMIZATION	2014	Sci	B2 PN	ISI	NULL	NULL	NULL	NULL	NULL	0.0153291	0.884375	1.44302	0.890982	988	NULL	669	NULL	0	2016-02-10 17:40:35	ROBOTICS	132	731.00	United-States	1962	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	1.71686
NULL	0895-4801	SIAM J DISCRETE MATH	SIAM JOURNAL ON DISCRETE MATHEMATICS	2014	Sci	PN	ISI	NULL	NULL	NULL	NULL	NULL	0.00863321	0.803214	0.901646	0.756339	366	NULL	603	NULL	0	2016-02-10 17:40:35	COMPUTER SCIENCE	26	519.00	United-States	1980	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	0.966919
NULL	1945-497X	SIAM J FINANC MATH	SIAM Journal on Financial Mathematics	2014	NULL	DK	ISI	NULL	NULL	NULL	NULL	NULL	0.00335411	0.608214	1.57635	0.906696	158	NULL	134	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	NULL	NULL	NULL	NULL	NULL	NULL	0.37566
NULL	1936-4954	SIAM J IMAGING SCI	SIAM Journal on Imaging Sciences	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.0140351	0.872857	3.16806	0.970446	1119	NULL	279	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	0.00		0		NULL	NULL	1.57193
NULL	0036-1410	SIAM J MATH ANAL	SIAM JOURNAL ON MATHEMATICAL ANALYSIS	2014	Sci	PN	ISI	NULL	NULL	NULL	NULL	NULL	0.0167125	0.893839	1.63686	0.913125	915	NULL	643	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	827.00	United-States	1970	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	1.8718
NULL	0895-4798	SIAM J MATRIX ANAL A	SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS	2014	Sci	PN	ISI	NULL	NULL	NULL	NULL	NULL	0.00992721	0.826161	1.68969	0.918304	631	NULL	370	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	573.00	United-States	1980	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	1.11185
NULL	0036-1429	SIAM J NUMER ANAL	SIAM JOURNAL ON NUMERICAL ANALYSIS	2014	Sci	PN	ISI	NULL	NULL	NULL	NULL	NULL	0.0197359	0.912946	1.79611	0.924821	1411	NULL	692	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	654.00	United-States	1964	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	2.21042
NULL	1052-6234	SIAM J OPTIMIZ	SIAM JOURNAL ON OPTIMIZATION	2014	Sci	PN	ISI	NULL	NULL	NULL	NULL	NULL	0.0162339	0.890714	2.41692	0.955357	1024	NULL	423	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	532.00	United-States	1991	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	1.81819
NULL	1064-8275	SIAM J SCI COMPUT	SIAM JOURNAL ON SCIENTIFIC COMPUTING	2014	Sci	PN	ISI	NULL	NULL	NULL	NULL	NULL	0.0238058	0.928304	1.70559	0.919554	1769	NULL	879	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	743.00	United-States	1980	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	2.66625
NULL	0036-1445	SIAM REV	SIAM REVIEW	2014	Sci	PN	ISI	NULL	NULL	NULL	NULL	NULL	0.0136352	0.869018	7.53248	0.992321	1125	NULL	114	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	361.00	United-States	1959	Society-for-Industrial-and-Applied-Mathematics	NULL	NULL	1.52714
NULL	0037-4466	SIBERIAN MATH J+	SIBERIAN MATHEMATICAL JOURNAL	2014	Sci	PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00364461	0.628929	0.409869	0.415893	186	NULL	560	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	5438.00	United-States	1966	Consultants-Bureau	NULL	NULL	0.408197
NULL	0163-5808	SIGMOD REC	SIGMOD RECORD	2014	Sci	ET A7	ISI	NULL	NULL	NULL	NULL	NULL	0.00105836	0.320268	0.584666	0.566875	87	NULL	114	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.118536
NULL	1334-5605	SIGNA VITAE	Signa Vitae	2014	Sci	B5	ISI	NULL	NULL	NULL	NULL	NULL	0.0000594	0.016875	0.0299438	0.0195536	14	NULL	125	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.0066528
NULL	1863-1703	SIGNAL IMAGE VIDEO P	Signal Image and Video Processing	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00126754	0.36625	0.287143	0.292589	194	NULL	278	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.141965
NULL	0165-1684	SIGNAL PROCESS	SIGNAL PROCESSING	2014	Sci	IQ	ISI	NULL	NULL	NULL	NULL	NULL	0.0161582	0.890089	0.694603	0.643661	2319	NULL	1465	NULL	0	2016-02-10 17:40:35	NULL	0	3766.00	Netherlands	1979	Elsevier-BV	NULL	NULL	1.80972
NULL	0923-5965	SIGNAL PROCESS-IMAGE	SIGNAL PROCESSING-IMAGE COMMUNICATION	2014	Sci	IQ	ISI	NULL	NULL	NULL	NULL	NULL	0.0033006	0.604821	0.561788	0.549643	414	NULL	370	NULL	0	2016-02-10 17:40:35	NULL	0	1275.00	Netherlands	1989	Elsevier-BV	NULL	NULL	0.369667
NULL	0097-9740	SIGNS	SIGNS	2014	SS	ZK	ISI	NULL	NULL	NULL	NULL	NULL	0.00260756	0.548571	0.66216	0.621161	223	NULL	248	NULL	0	2016-02-10 17:40:35	SOCIOLOGY	19	653.00	United-States	1975	University-of-Chicago-Press-	NULL	NULL	0.292046
NULL	1876-990X	SILICON-NETH	Silicon	2014	NULL	PM	ISI	NULL	NULL	NULL	NULL	NULL	0.000634102	0.206786	0.307183	0.312054	147	NULL	130	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	NULL	NULL	NULL	NULL	NULL	NULL	0.0710194
NULL	0037-5330	SILVA FENN	SILVA FENNICA	2014	Sci	KA	ISI	NULL	NULL	NULL	NULL	NULL	0.00212986	0.500357	0.485985	0.486339	426	NULL	276	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00	Finland	1926	Suomen-Metsatieteellinen-Seura	NULL	NULL	0.238544
NULL	0037-5349	SILVAE GENET	SILVAE GENETICA	2014	Sci	KA KM	ISI	NULL	NULL	NULL	NULL	NULL	0.000353204	0.118482	0.128576	0.114554	82	NULL	173	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	329.00		0		NULL	NULL	0.0395588
NULL	1559-2332	SIMUL HEALTHC	Simulation in Healthcare-Journal of the Society for Simulation in Healthcar	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00298888	0.581786	0.758994	0.685089	402	NULL	248	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.334755
NULL	1569-190X	SIMUL MODEL PRACT TH	SIMULATION MODELLING PRACTICE AND THEORY	2014	Sci	EV A7	ISI	NULL	NULL	NULL	NULL	NULL	0.00330016	0.604732	0.357103	0.368214	557	NULL	582	NULL	0	2016-02-10 17:40:35	NULL	0	1212.00	Netherlands	1993	Elsevier-BV	NULL	NULL	0.369618
NULL	0037-5497	SIMUL-T SOC MOD SIM	SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNAT	2014	Sci	EV A7	ISI	NULL	NULL	NULL	NULL	NULL	0.00107227	0.323929	0.200976	0.195	165	NULL	336	NULL	0	2016-02-10 17:40:35	NULL	0	878.00	United-Kingdom	1963	Sage-Science-Press-(UK)-	NULL	NULL	0.120094
NULL	0217-5908	SINGAP ECON REV	SINGAPORE ECONOMIC REVIEW	2014	SS	GY	ISI	NULL	NULL	NULL	NULL	NULL	0.000255487	0.0821429	0.0975139	0.0826786	28	NULL	165	NULL	0	2016-02-10 17:40:35	ECONOMICS	5	161.00		0		NULL	NULL	0.0286145
NULL	0037-5675	SINGAP MED J	SINGAPORE MEDICAL JOURNAL	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00381722	0.641071	0.20706	0.202589	821	NULL	1161	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.427529
NULL	0129-7619	SINGAPORE J TROP GEO	SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY	2014	SS	KU	ISI	NULL	NULL	NULL	NULL	NULL	0.000598445	0.197411	0.316708	0.321696	94	NULL	119	NULL	0	2016-02-10 17:40:35	NULL	0	281.00	Australia	1980	Blackwell-Publishing-Asia	NULL	NULL	0.0670258
NULL	0364-2348	SKELETAL RADIOL	SKELETAL RADIOLOGY	2014	Sci	VY	ISI	NULL	NULL	NULL	NULL	NULL	0.00777014	0.785089	0.552925	0.543571	1312	NULL	885	NULL	0	2016-02-10 17:40:35	RADIOLOGY	92	1724.00	Germany	1976	Springer-Verlag	NULL	NULL	0.870255
NULL	1660-5527	SKIN PHARMACOL PHYS	SKIN PHARMACOLOGY AND PHYSIOLOGY	2014	Sci	A8 TU	ISI	NULL	NULL	NULL	NULL	NULL	0.00208568	0.494375	0.634538	0.602946	463	NULL	207	NULL	0	2016-02-10 17:40:35	PHARMACOLOGY	71	1309.00	Switzerland	1988	S--Karger-AG	NULL	NULL	0.233596
NULL	0909-752X	SKIN RES TECHNOL	SKIN RESEARCH AND TECHNOLOGY	2014	Sci	A8	ISI	NULL	NULL	NULL	NULL	NULL	0.0021242	0.499554	0.335277	0.342232	445	NULL	399	NULL	0	2016-02-10 17:40:35	DERMATOLOGY	58	649.00	Denmark	1995	Blackwell-Munksgaard	NULL	NULL	0.23791
NULL	0037-6779	SLAVIC REV	SLAVIC REVIEW	2014	SS	BM	ISI	NULL	NULL	NULL	NULL	NULL	0.0013301	0.378393	0.625117	0.596964	61	NULL	134	NULL	0	2016-02-10 17:40:35	HISTORY	54	175.00	United-States	1941	American-Association-for-the-Advancement-of-Slavic-Studies	NULL	NULL	0.148972
NULL	0161-8105	SLEEP	SLEEP	2014	Sci	RT RU	ISI	NULL	NULL	NULL	NULL	NULL	0.0276326	0.940893	1.99109	0.937411	4535	NULL	874	NULL	0	2016-02-10 17:40:35	MEDICINE	2	425.00	UNITED STATES	0		NULL	NULL	3.09485
NULL	1446-9235	SLEEP BIOL RHYTHMS	Sleep and Biological Rhythms	2014	Sci	RT RU	ISI	NULL	NULL	NULL	NULL	NULL	0.00100905	0.309821	0.301168	0.306786	186	NULL	211	NULL	0	2016-02-10 17:40:35	MEDICINE	2	434.00		0		NULL	NULL	0.113013
NULL	1520-9512	SLEEP BREATH	Sleep and Breathing	2014	Sci	RT WE	ISI	NULL	NULL	NULL	NULL	NULL	0.0059068	0.733839	0.699232	0.647143	1054	NULL	532	NULL	0	2016-02-10 17:40:35	MEDICINE	2	476.00		0		NULL	NULL	0.661561
NULL	1389-9457	SLEEP MED	SLEEP MEDICINE	2014	Sci	RT	ISI	NULL	NULL	NULL	NULL	NULL	0.0173722	0.899375	1.24323	0.859821	2891	NULL	880	NULL	0	2016-02-10 17:40:35	MEDICINE	2	645.00	Netherlands	2000	Elsevier-BV	NULL	NULL	1.94568
NULL	1087-0792	SLEEP MED REV	SLEEP MEDICINE REVIEWS	2014	Sci	RT RU	ISI	NULL	NULL	NULL	NULL	NULL	0.00958946	0.82125	3.24685	0.971607	1660	NULL	186	NULL	0	2016-02-10 17:40:35	MEDICINE	2	653.00	United-Kingdom	1997	W-B--Saunders-Co--Ltd	NULL	NULL	1.07402
NULL	1580-4003	SLOV VET RES	Slovenian Veterinary Research	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000153672	0.0471429	0.102955	0.0894643	32	NULL	94	NULL	0	2016-02-10 17:40:35	VETERINARY	38	0.00		0		NULL	NULL	0.0172113
NULL	0037-7031	SLOVO SLOVESNOST	Slovo a Slovesnost	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.0000301	0.00919643	0.0231301	0.0148214	4	NULL	82	NULL	0	2016-02-10 17:40:35	LINGUISTICS	97	0.00		0		NULL	NULL	0.0033712
NULL	1613-6810	SMALL	Small	2014	Sci	A3 EI NS B1 UB UK	ISI	NULL	NULL	NULL	NULL	NULL	0.0767063	0.984107	2.25419	0.948839	17486	NULL	2143	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	3242.00		0		NULL	NULL	8.5911
NULL	0921-898X	SMALL BUS ECON	SMALL BUSINESS ECONOMICS	2014	SS	DI GY PC	ISI	NULL	NULL	NULL	NULL	NULL	0.0050391	0.70125	0.853082	0.735089	633	NULL	372	NULL	0	2016-02-10 17:40:35	MARKETING	122	1338.00	United-States	1989	Springer-New-York-LLC	NULL	NULL	0.564379
NULL	1046-4964	SMALL GR RES	SMALL GROUP RESEARCH	2014	SS	NQ PC WQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00176008	0.45	0.72924	0.668036	209	NULL	152	NULL	0	2016-02-10 17:40:35	MARKETING	122	809.00	United-States	1970	Sage-Publications,-Inc-	NULL	NULL	0.197129
NULL	0921-4488	SMALL RUMINANT RES	SMALL RUMINANT RESEARCH	2014	Sci	AD	ISI	NULL	NULL	NULL	NULL	NULL	0.00568569	0.726875	0.328804	0.334375	1130	NULL	1089	NULL	0	2016-02-10 17:40:35	VETERINARY	38	2504.00	Netherlands	0	Elsevier-BV	NULL	NULL	0.636798
NULL	1873-7617	SMALL-SCALE FOR	Small-Scale Forestry	2014	NULL	KA	ISI	NULL	NULL	NULL	NULL	NULL	0.000741226	0.237946	0.353637	0.364554	126	NULL	132	NULL	0	2016-02-10 17:40:35	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	0.0830173
NULL	0964-1726	SMART MATER STRUCT	Smart Materials and Structures	2014	Sci	OA B1	ISI	NULL	NULL	NULL	NULL	NULL	0.0207407	0.917321	0.744688	0.677321	3338	NULL	1754	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	1750.00	United-Kingdom	1992	Institute-of-Physics-Publishing	NULL	NULL	2.32296
NULL	1738-1584	SMART STRUCT SYST	Smart Structures and Systems	2014	Sci	IM IU OA	ISI	NULL	NULL	NULL	NULL	NULL	0.00141217	0.391875	0.298436	0.304018	264	NULL	298	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	435.00		0		NULL	NULL	0.158163
NULL	0037-7317	SMITH COLL STUD SOC	SMITH COLLEGE STUDIES IN SOCIAL WORK	2014	SS	WY	ISI	NULL	NULL	NULL	NULL	NULL	0.0002417	0.0777679	0.156923	0.146339	26	NULL	97	NULL	0	2016-02-10 17:40:35	PSYCHIATRY	108	205.20	United-States	1930	Haworth-Press,-Inc	NULL	NULL	0.0270704
NULL	1607-3614	SO AFR LINGUIST APPL	Southern African Linguistics and Applied Language Studies	2014	SS	A9	ISI	NULL	NULL	NULL	NULL	NULL	0.000417307	0.139554	0.162226	0.150625	31	NULL	162	NULL	0	2016-02-10 17:40:35	LINGUISTICS	97	442.80		0		NULL	NULL	0.0467384
NULL	1063-1119	SOC ANIM	SOCIETY & ANIMALS	2014	Sci SS	ZC	ISI	NULL	NULL	NULL	NULL	NULL	0.000496028	0.163125	0.262507	0.263839	77	NULL	119	NULL	0	2016-02-10 17:40:35	VETERINARY	38	302.00	Netherlands	0	Brill-Academic-Publishers	NULL	NULL	0.0555551
NULL	0301-2212	SOC BEHAV PERSONAL	SOCIAL BEHAVIOR AND PERSONALITY	2014	SS	WQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00185808	0.464554	0.15728	0.146964	308	NULL	744	NULL	0	2016-02-10 17:40:35	PSYCHOLOGY	4	1152.00	New-Zealand	1973	Society-for-Personality-Research-(Inc-)	NULL	NULL	0.208105
NULL	0176-1714	SOC CHOICE WELFARE	SOCIAL CHOICE AND WELFARE	2014	SS	GY PS	ISI	NULL	NULL	NULL	NULL	NULL	0.00363785	0.628304	0.591991	0.572232	215	NULL	387	NULL	0	2016-02-10 17:40:35	ECONOMICS	5	1234.00	Germany	1984	Springer-Verlag	NULL	NULL	0.407439
NULL	1749-5016	SOC COGN AFFECT NEUR	Social Cognitive and Affective Neuroscience	2014	Sci	RU VI	ISI	NULL	NULL	NULL	NULL	NULL	0.0156263	0.886607	2.58972	0.959732	2499	NULL	380	NULL	0	2016-02-10 17:40:35	NEUROSCIENCE	20	209.00		0		NULL	NULL	1.75014
NULL	0278-016X	SOC COGNITION	SOCIAL COGNITION	2014	SS	WQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00416113	0.661696	1.1247	0.830536	462	NULL	233	NULL	0	2016-02-10 17:40:35	PSYCHOLOGY	4	560.00	United-States	1982	Guilford-Publications,-Inc	NULL	NULL	0.466046
NULL	0037-7686	SOC COMPASS	SOCIAL COMPASS	2014	SS	XA	ISI	NULL	NULL	NULL	NULL	NULL	0.000451838	0.149732	0.174573	0.165	40	NULL	163	NULL	0	2016-02-10 17:40:35	SOCIOLOGY	19	553.00	United-Kingdom	1953	Sage-Publications-Ltd--	NULL	NULL	0.0506059
NULL	1464-9365	SOC CULT GEOGR	SOCIAL & CULTURAL GEOGRAPHY	2014	SS	KU	ISI	NULL	NULL	NULL	NULL	NULL	0.00253241	0.542054	0.724925	0.664643	322	NULL	220	NULL	0	2016-02-10 17:40:35	NULL	0	1124.10	United-Kingdom	2000	Routledge	NULL	NULL	0.28363
NULL	0961-205X	SOC DEV	SOCIAL DEVELOPMENT	2014	SS	MY	ISI	NULL	NULL	NULL	NULL	NULL	0.00405697	0.656071	1.09655	0.822589	556	NULL	233	NULL	0	2016-02-10 17:40:35	PSYCHOLOGY	4	1005.00	United-Kingdom	1992	Blackwell-Publishing-Ltd	NULL	NULL	0.454381
NULL	0253-3952	SOC DYNAMICS	Social Dynamics-A Journal of African Studies	2014	SS	BM	ISI	NULL	NULL	NULL	NULL	NULL	0.000606359	0.199196	0.249586	0.25125	49	NULL	153	NULL	0	2016-02-10 17:40:35	POLITICAL SCIENCE	15	380.70		0		NULL	NULL	0.0679122
