ID_1	ISSN	ShortName	LongName	Year	SciSS	ISI_Category	ISI	ImpactFactor	IF_percentile	Citation_2yr	Article_2yr	Citation_ALL	Eigenfactor	EF_percentile	ArticleInfluence	AI_percentile	Citation_5yr	SelfCitation_5yr	Article_5yr	Notes	ID_2	RowUpdate	CatName	CatID	Price	Country	First_Pub	Publisher	normPrice	CE	EFn
NULL	1610-1928	ACTA ACUST UNITED AC	ACTA ACUSTICA UNITED WITH ACUSTICA	2014	Sci	AA	ISI	NULL	NULL	NULL	NULL	NULL	0.00274939	0.561607	0.340172	0.348929	325	NULL	509	NULL	0	2016-02-10 17:40:35	NULL	0	1351.00	Germany	1996	S--Hirzel-Verlag	NULL	NULL	0.307931
NULL	0001-5113	ACTA ADRIAT	ACTA ADRIATICA	2014	Sci	PI	ISI	NULL	NULL	NULL	NULL	NULL	0.000318807	0.105982	0.174587	0.165089	68	NULL	115	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.0357064
NULL	0906-4702	ACTA AGR SCAND A-AN	ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE	2014	Sci	AD	ISI	NULL	NULL	NULL	NULL	NULL	0.000400984	0.133304	0.167236	0.156964	82	NULL	151	NULL	0	2016-02-10 17:40:35	VETERINARY	38	351.90	Norway	1950	Taylor-&-Francis-A-S	NULL	NULL	0.0449102
NULL	0906-4710	ACTA AGR SCAND B-S P	ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE	2014	Sci	A1 A4	ISI	NULL	NULL	NULL	NULL	NULL	0.00141106	0.391429	0.206661	0.201964	281	NULL	430	NULL	0	2016-02-10 17:40:35	PLANT BIOLOGY	14	485.00	Norway	1950	Taylor-&-Francis-A-S	NULL	NULL	0.158039
NULL	0139-3006	ACTA ALIMENT HUNG	ACTA ALIMENTARIA	2014	Sci	JY SA	ISI	NULL	NULL	NULL	NULL	NULL	0.000368998	0.123482	0.0735391	0.0601786	92	NULL	316	NULL	0	2016-02-10 17:40:35	FOOD SCIENCE	37	438.00	Hungary	1972	Akademiai-Kiado-Rt	NULL	NULL	0.0413278
NULL	0001-5172	ACTA ANAESTH SCAND	ACTA ANAESTHESIOLOGICA SCANDINAVICA	2014	Sci	BA	ISI	NULL	NULL	NULL	NULL	NULL	0.0105356	0.834643	0.799397	0.706607	1840	NULL	830	NULL	0	2016-02-10 17:40:35	MEDICINE	2	562.00	Denmark	1957	Blackwell-Munksgaard	NULL	NULL	1.17999
NULL	0167-8019	ACTA APPL MATH	ACTA APPLICANDAE MATHEMATICAE	2014	Sci	PN	ISI	NULL	NULL	NULL	NULL	NULL	0.00459344	0.682232	0.538697	0.529554	436	NULL	537	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	2151.00	Netherlands	1983	Springer-Verlag-Dordrecht	NULL	NULL	0.514465
NULL	0065-1036	ACTA ARITH	ACTA ARITHMETICA	2014	Sci	PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00567829	0.726429	0.602022	0.580089	249	NULL	594	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	774.00	Poland	1936	Polska-Akademia-Nauk-	NULL	NULL	0.635968
NULL	0094-5765	ACTA ASTRONAUT	ACTA ASTRONAUTICA	2014	Sci	B3	ISI	NULL	NULL	NULL	NULL	NULL	0.00751322	0.778393	0.31565	0.320804	1136	NULL	1499	NULL	0	2016-02-10 17:40:35	FLUID MECHANICS	81	4967.00	United-Kingdom	1955	Pergamon	NULL	NULL	0.841481
NULL	0001-5237	ACTA ASTRONOM	ACTA ASTRONOMICA	2014	Sci	BU	ISI	NULL	NULL	NULL	NULL	NULL	0.00251503	0.540536	1.29827	0.869196	245	NULL	122	NULL	0	2016-02-10 17:40:35	ASTRONOMY AND ASTROPHYSICS	21	226.00	Poland	1925	Copernicus-Foundation-for-Polish-Astronomy	NULL	NULL	0.281683
NULL	1672-9145	ACTA BIOCH BIOPH SIN	ACTA BIOCHIMICA ET BIOPHYSICA SINICA	2014	Sci	CQ DA	ISI	NULL	NULL	NULL	NULL	NULL	0.00508427	0.703214	0.539043	0.53	1159	NULL	594	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	480.00	United-States	1958	Blackwell-	NULL	NULL	0.569439
NULL	0001-527X	ACTA BIOCHIM POL	ACTA BIOCHIMICA POLONICA	2014	Sci	CQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00272924	0.559643	0.337018	0.344643	706	NULL	510	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	200.00	Poland	1954	Polskie-Towarzystwo-Biochemiczne	NULL	NULL	0.305675
NULL	1509-409X	ACTA BIOENG BIOMECH	Acta of Bioengineering and Biomechanics	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.0006249	0.204375	0.168181	0.158571	149	NULL	234	NULL	0	2016-02-10 17:40:35	SPORTS MEDICINE	59	0.00		0		NULL	NULL	0.0699888
NULL	0717-5906	ACTA BIOETH	Acta Bioethica	2014	Sci SS	OO	ISI	NULL	NULL	NULL	NULL	NULL	0.0000713	0.0199107	0.034812	0.0227679	15	NULL	129	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.0079856
NULL	0001-5296	ACTA BIOL CRACOV BOT	ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA	2014	Sci	DE	ISI	NULL	NULL	NULL	NULL	NULL	0.000595553	0.196071	0.234413	0.233661	151	NULL	160	NULL	0	2016-02-10 17:40:35	PLANT BIOLOGY	14	0.00		0		NULL	NULL	0.0667019
NULL	0236-5383	ACTA BIOL HUNG	ACTA BIOLOGICA HUNGARICA	2014	Sci	CU	ISI	NULL	NULL	NULL	NULL	NULL	0.000611921	0.200804	0.138622	0.125714	142	NULL	278	NULL	0	2016-02-10 17:40:35	PLANT BIOLOGY	14	512.00	Hungary	1948	Akademiai-Kiado-Rt	NULL	NULL	0.0685352
NULL	1742-7061	ACTA BIOMATER	Acta Biomaterialia	2014	Sci	IG QE	ISI	NULL	NULL	NULL	NULL	NULL	0.0518251	0.972411	1.41657	0.887768	13792	NULL	2304	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	1070.00		0		NULL	NULL	5.80441
NULL	0325-2957	ACTA BIOQUIM CLIN L	ACTA BIOQUIMICA CLINICA LATINOAMERICANA	2014	Sci	PW	ISI	NULL	NULL	NULL	NULL	NULL	0.000123201	0.0366071	0.0305466	0.0202679	33	NULL	254	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	0.00	ARGENTINA	0		NULL	NULL	0.0137985
NULL	0001-5342	ACTA BIOTHEOR	ACTA BIOTHEORETICA	2014	Sci	CU	ISI	NULL	NULL	NULL	NULL	NULL	0.000408566	0.136607	0.219916	0.217321	85	NULL	117	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	501.00	Netherlands	1935	Springer-Verlag-Dordrecht	NULL	NULL	0.0457594
NULL	0102-3306	ACTA BOT BRAS	Acta Botanica Brasilica	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00175031	0.44875	0.205652	0.200625	308	NULL	536	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.196035
NULL	0365-0588	ACTA BOT CROAT	ACTA BOTANICA CROATICA	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000511659	0.167589	0.235202	0.235179	100	NULL	137	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.0573058
NULL	1253-8078	ACTA BOT GALLICA	ACTA BOTANICA GALLICA	2014	Sci	DE	ISI	NULL	NULL	NULL	NULL	NULL	0.000329509	0.109464	0.0906177	0.0767857	69	NULL	229	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	104.94	France	1854	Societe-Botanique-de-France	NULL	NULL	0.036905
NULL	0187-7151	ACTA BOT MEX	Acta Botanica Mexicana	2014	Sci	DE	ISI	NULL	NULL	NULL	NULL	NULL	0.000285698	0.09375	0.125821	0.111786	54	NULL	143	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.0319982
NULL	0001-5385	ACTA CARDIOL	ACTA CARDIOLOGICA	2014	Sci	DQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00182077	0.458839	0.206235	0.20125	344	NULL	556	NULL	0	2016-02-10 17:40:35	MEDICINE	2	300.00	Belgium	1934	La-Societe-Belge-de-Cardiologie	NULL	NULL	0.203927
NULL	1011-6842	ACTA CARDIOL SIN	Acta Cardiologica Sinica	2014	Sci	DQ	ISI	NULL	NULL	NULL	NULL	NULL	0.000190287	0.0603571	0.0495194	0.0373214	46	NULL	242	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.0213121
NULL	0583-6050	ACTA CARSOLOGICA	ACTA CARSOLOGICA	2014	Sci	A5	ISI	NULL	NULL	NULL	NULL	NULL	0.000704117	0.226786	0.28425	0.289643	138	NULL	156	NULL	0	2016-02-10 17:40:35	NULL	0	52.00		0		NULL	NULL	0.0788611
NULL	0567-7351	ACTA CHIM SINICA	ACTA CHIMICA SINICA	2014	Sci	A3	ISI	NULL	NULL	NULL	NULL	NULL	0.00362621	0.627411	0.117654	0.104911	1088	NULL	1941	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	0.00	China	1933	Kexue-Chubanshe	NULL	NULL	0.406135
NULL	1318-0207	ACTA CHIM SLOV	ACTA CHIMICA SLOVENICA	2014	Sci	A3	ISI	NULL	NULL	NULL	NULL	NULL	0.00161252	0.426071	0.160683	0.149375	444	NULL	632	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	144.29	SLOVENIA	0		NULL	NULL	0.180603
NULL	0001-5458	ACTA CHIR BELG	ACTA CHIRURGICA BELGICA	2014	Sci	YA	ISI	NULL	NULL	NULL	NULL	NULL	0.00114068	0.338482	0.12407	0.110446	226	NULL	579	NULL	0	2016-02-10 17:40:35	GASTROENTEROLOGY	91	86.00	Belgium	1901	Acta-Medica-Belgica	NULL	NULL	0.127756
NULL	0001-5415	ACTA CHIR ORTHOP TR	Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca	2014	NULL	TC	ISI	NULL	NULL	NULL	NULL	NULL	0.00054688	0.180268	0.0989678	0.0845536	110	NULL	348	NULL	0	2016-02-10 17:40:35	ORTHOPEDICS	40	NULL	NULL	NULL	NULL	NULL	NULL	0.0612506
NULL	1508-1109	ACTA CHIROPTEROL	ACTA CHIROPTEROLOGICA	2014	Sci	ZM	ISI	NULL	NULL	NULL	NULL	NULL	0.00114705	0.339643	0.340744	0.350089	195	NULL	212	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	98.00	Poland	1999	Polska-Akademia-Nauk-	NULL	NULL	0.12847
NULL	1233-2356	ACTA CHROMATOGR	ACTA CHROMATOGRAPHICA	2014	Sci	EA	ISI	NULL	NULL	NULL	NULL	NULL	0.000404407	0.134464	0.0998756	0.0858036	117	NULL	255	NULL	0	2016-02-10 17:40:35	NULL	0	0.00	POLAND	0		NULL	NULL	0.0452936
NULL	0102-8650	ACTA CIR BRAS	Acta Cirurgica Brasileira	2014	Sci	YA	ISI	NULL	NULL	NULL	NULL	NULL	0.00161941	0.427321	0.171693	0.161607	365	NULL	594	NULL	0	2016-02-10 17:40:35	GASTROENTEROLOGY	91	88.00		0		NULL	NULL	0.181374
NULL	0001-5512	ACTA CLIN BELG	ACTA CLINICA BELGICA	2014	Sci	PY	ISI	NULL	NULL	NULL	NULL	NULL	0.000904517	0.283571	0.144212	0.131696	218	NULL	395	NULL	0	2016-02-10 17:40:35	MEDICINE	2	500.00	Belgium	1945	NKNOWN	NULL	NULL	0.101306
NULL	0353-9466	ACTA CLIN CROAT	Acta Clinica Croatica	2014	Sci	PY	ISI	NULL	NULL	NULL	NULL	NULL	0.00057789	0.19	0.0858341	0.071875	144	NULL	424	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.0647237
NULL	0108-7673	ACTA CRYSTALLOGR A	Acta Crystallographica A-Foundation and Advances	2014	Sci	FI	ISI	NULL	NULL	NULL	NULL	NULL	0.00452651	0.678571	0.934641	0.768036	602	NULL	305	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	737.00	Denmark	1948	Blackwell-Munksgaard	NULL	NULL	0.506969
NULL	0108-7681	ACTA CRYSTALLOGR B	Acta Crystallographica Section B-Structural Science Crystal Engineering and	2014	Sci	FI	ISI	NULL	NULL	NULL	NULL	NULL	0.0041186	0.659375	0.728587	0.667411	691	NULL	356	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	782.00	Denmark	1983	Blackwell-Munksgaard	NULL	NULL	0.461284
NULL	0108-2701	ACTA CRYSTALLOGR C	Acta Crystallographica Section C-Structural Chemistry	2014	Sci	FI	ISI	NULL	NULL	NULL	NULL	NULL	0.00140763	0.390804	0.0634108	0.0498214	392	NULL	1398	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	2108.00	Denmark	1948	Blackwell-Munksgaard	NULL	NULL	0.157655
NULL	0907-4449	ACTA CRYSTALLOGR D	ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY	2014	Sci	CO CQ DA FI	ISI	NULL	NULL	NULL	NULL	NULL	0.0653395	0.980714	4.71889	0.983214	7048	NULL	872	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1258.00	Denmark	1993	Blackwell-Munksgaard	NULL	NULL	7.31802
NULL	1744-3091	ACTA CRYSTALLOGR F	Acta Crystallographica Section F-Structural Biology Communications	2014	Sci	CO CQ DA FI	ISI	NULL	NULL	NULL	NULL	NULL	0.00481262	0.692321	0.173092	0.163125	674	NULL	1751	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1171.00		0		NULL	NULL	0.539014
NULL	0001-5555	ACTA DERM-VENEREOL	ACTA DERMATO-VENEREOLOGICA	2014	Sci	A8	ISI	NULL	NULL	NULL	NULL	NULL	0.007025	0.766964	1.14318	0.835536	1395	NULL	387	NULL	0	2016-02-10 17:40:35	DERMATOLOGY	58	0.00		0		NULL	NULL	0.786799
NULL	1330-027X	ACTA DERMATOVENER CR	Acta Dermatovenerologica Croatica	2014	Sci	A8	ISI	NULL	NULL	NULL	NULL	NULL	0.00040246	0.133839	0.129978	0.116429	105	NULL	195	NULL	0	2016-02-10 17:40:35	DERMATOLOGY	58	77.00		0		NULL	NULL	0.0450755
NULL	0940-5429	ACTA DIABETOL	ACTA DIABETOLOGICA	2014	Sci	IA	ISI	NULL	NULL	NULL	NULL	NULL	0.0040294	0.654732	0.655707	0.617411	865	NULL	387	NULL	0	2016-02-10 17:40:35	MEDICINE	2	716.00	Italy	1964	Springer-Verlag-Italia-Srl	NULL	NULL	0.451292
NULL	1841-0987	ACTA ENDOCRINOL-BUCH	Acta Endocrinologica-Bucharest	2014	Sci	IA	ISI	NULL	NULL	NULL	NULL	NULL	0.000113653	0.0336607	0.0249391	0.0160714	29	NULL	287	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.0127291
NULL	0374-1036	ACTA ENT MUS NAT PRA	ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000807453	0.2575	0.196335	0.189821	116	NULL	259	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.0904347
NULL	0873-9749	ACTA ETHOL	ACTA ETHOLOGICA	2014	Sci	CN ZM	ISI	NULL	NULL	NULL	NULL	NULL	0.000576296	0.189464	0.355817	0.366696	103	NULL	102	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	179.00	Germany	1998	Springer-Verlag	NULL	NULL	0.0645452
NULL	0001-5644	ACTA GASTRO-ENT BELG	ACTA GASTRO-ENTEROLOGICA BELGICA	2014	Sci	KI	ISI	NULL	NULL	NULL	NULL	NULL	0.000965611	0.300179	0.21641	0.213125	236	NULL	281	NULL	0	2016-02-10 17:40:35	GASTROENTEROLOGY	91	0.00	Belgium	1933	Acta-Medica-Belgica	NULL	NULL	0.108148
NULL	2213-5812	ACTA GEOD GEOPHYS	Acta Geodaetica et Geophysica	2014	NULL	GC	ISI	NULL	NULL	NULL	NULL	NULL	0.000369844	0.123571	0.127976	0.113661	48	NULL	182	NULL	0	2016-02-10 17:40:35	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	0.0414225
NULL	1214-9705	ACTA GEODYN GEOMATER	Acta Geodynamica et Geomaterialia	2014	NULL	GC ZQ	ISI	NULL	NULL	NULL	NULL	NULL	0.000719784	0.232054	0.207935	0.203482	92	NULL	218	NULL	0	2016-02-10 17:40:35	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	0.0806158
NULL	1581-6613	ACTA GEOGR SLOV	Acta Geographica Slovenica-Geografski Zbornik	2014	Sci	KY	ISI	NULL	NULL	NULL	NULL	NULL	0.000251926	0.0808929	0.193482	0.186696	44	NULL	82	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.0282157
NULL	0001-5709	ACTA GEOL POL	ACTA GEOLOGICA POLONICA	2014	Sci	KY	ISI	NULL	NULL	NULL	NULL	NULL	0.000745687	0.239464	0.317304	0.3225	122	NULL	148	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.0835169
NULL	1000-9515	ACTA GEOL SIN-ENGL	ACTA GEOLOGICA SINICA-ENGLISH EDITION	2014	Sci	A5	ISI	NULL	NULL	NULL	NULL	NULL	0.00377259	0.638571	0.364955	0.375179	711	NULL	651	NULL	0	2016-02-10 17:40:35	NULL	0	338.00		0		NULL	NULL	0.42253
NULL	1895-6572	ACTA GEOPHYS	Acta Geophysica	2014	Sci	GC	ISI	NULL	NULL	NULL	NULL	NULL	0.00208315	0.493839	0.366454	0.376696	274	NULL	358	NULL	0	2016-02-10 17:40:35	NULL	0	696.00		0		NULL	NULL	0.233313
NULL	1861-1125	ACTA GEOTECH	Acta Geotechnica	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00147113	0.402857	0.643381	0.609554	158	NULL	144	NULL	0	2016-02-10 17:40:35	GEOTECHNOLOGY	77	0.00		0		NULL	NULL	0.164766
NULL	1854-0171	ACTA GEOTECH SLOV	Acta Geotechnica Slovenica	2014	Sci	IX	ISI	NULL	NULL	NULL	NULL	NULL	0.0000936	0.0269643	0.113323	0.1	13	NULL	52	NULL	0	2016-02-10 17:40:35	GEOTECHNOLOGY	77	0.00		0		NULL	NULL	0.0104832
NULL	0001-5792	ACTA HAEMATOL-BASEL	ACTA HAEMATOLOGICA	2014	Sci	MA	ISI	NULL	NULL	NULL	NULL	NULL	0.00220069	0.508839	0.317145	0.322321	443	NULL	437	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	2354.00	Switzerland	1948	S--Karger-AG	NULL	NULL	0.246477
NULL	1827-9635	ACTA HERPETOL	Acta Herpetologica	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000388862	0.129464	0.176182	0.167232	73	NULL	139	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.0435525
NULL	0065-1281	ACTA HISTOCHEM	ACTA HISTOCHEMICA	2014	Sci	DR	ISI	NULL	NULL	NULL	NULL	NULL	0.00303732	0.585982	0.401851	0.40875	726	NULL	476	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	995.00	Germany	1954	Urban-und-Fischer-Verlag	NULL	NULL	0.34018
NULL	0044-5991	ACTA HISTOCHEM CYTOC	ACTA HISTOCHEMICA ET CYTOCHEMICA	2014	Sci	DR	ISI	NULL	NULL	NULL	NULL	NULL	0.000610663	0.200446	0.278679	0.283214	137	NULL	138	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	0.00	JAPAN	0		NULL	NULL	0.0683943
NULL	1318-0185	ACTA HISTRIAE	Acta Histriae	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.0000036	0.00383929	0.00111573	0.00464286	1	NULL	203	NULL	0	2016-02-10 17:40:35	HISTORY	54	0.00		0		NULL	NULL	0.0004032
NULL	0137-1592	ACTA ICHTHYOL PISCAT	ACTA ICHTHYOLOGICA ET PISCATORIA	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000613472	0.20125	0.220769	0.218571	134	NULL	175	NULL	0	2016-02-10 17:40:35	ECOLOGY AND EVOLUTION	6	0.00		0		NULL	NULL	0.0687089
NULL	0001-5903	ACTA INFORM	ACTA INFORMATICA	2014	Sci	ET	ISI	NULL	NULL	NULL	NULL	NULL	0.000474798	0.156964	0.287512	0.292768	30	NULL	104	NULL	0	2016-02-10 17:40:35	COMPUTER SCIENCE	26	1194.00	Germany	1971	Springer-Verlag	NULL	NULL	0.0531774
NULL	1216-8076	ACTA LINGUIST HUNGAR	Acta Linguistica Hungarica	2014	SS	A9	ISI	NULL	NULL	NULL	NULL	NULL	0.0000444	0.0127679	0.0349908	0.0229464	3	NULL	80	NULL	0	2016-02-10 17:40:35	LINGUISTICS	97	0.00		0		NULL	NULL	0.0049728
NULL	1359-6454	ACTA MATER	ACTA MATERIALIA	2014	Sci	B1 PZ	ISI	NULL	NULL	NULL	NULL	NULL	0.0905026	0.986964	1.67733	0.916518	14155	NULL	3398	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	4107.00	United-Kingdom	1953	Pergamon	NULL	NULL	10.1363
NULL	0168-9673	ACTA MATH APPL SIN-E	Acta Mathematicae Applicatae Sinica-English Series	2014	Sci	PN	ISI	NULL	NULL	NULL	NULL	NULL	0.0013444	0.380446	0.246122	0.247143	125	NULL	344	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	855.00		0		NULL	NULL	0.150572
NULL	0236-5294	ACTA MATH HUNG	ACTA MATHEMATICA HUNGARICA	2014	Sci	PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00262936	0.550357	0.306646	0.311607	179	NULL	540	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	2121.00	Hungary	1950	Akademiai-Kiado-Rt	NULL	NULL	0.294488
NULL	0252-9602	ACTA MATH SCI	ACTA MATHEMATICA SCIENTIA	2014	Sci	PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00400844	0.653839	0.298039	0.303304	399	NULL	847	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	898.00	Netherlands	1981	Springer-Verlag-Dordrecht	NULL	NULL	0.448946
NULL	1439-8516	ACTA MATH SIN	ACTA MATHEMATICA SINICA-ENGLISH SERIES	2014	Sci	PN PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.0052634	0.711339	0.353006	0.363482	383	NULL	939	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	1269.00	Germany	1985	Springer-Verlag	NULL	NULL	0.5895
NULL	0001-5962	ACTA MATH-DJURSHOLM	ACTA MATHEMATICA	2014	Sci	PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00676025	0.761071	5.99633	0.988125	245	NULL	71	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	548.00	Sweden	1882	Royal-Swedish-Academy-of-Sciences-	NULL	NULL	0.757148
NULL	0001-5970	ACTA MECH	ACTA MECHANICA	2014	Sci	PU	ISI	NULL	NULL	NULL	NULL	NULL	0.00690149	0.764464	0.519276	0.514018	1085	NULL	837	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	6092.00	Austria	1946	Springer-Verlag-Wien	NULL	NULL	0.772966
NULL	0567-7718	ACTA MECH SINICA-PRC	ACTA MECHANICA SINICA	2014	Sci	IU PU	ISI	NULL	NULL	NULL	NULL	NULL	0.00332916	0.606518	0.361483	0.371696	476	NULL	580	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	1003.00	Germany	1985	Springer-Verlag	NULL	NULL	0.372866
NULL	0894-9166	ACTA MECH SOLIDA SIN	ACTA MECHANICA SOLIDA SINICA	2014	Sci	B1 PU	ISI	NULL	NULL	NULL	NULL	NULL	0.00189876	0.470536	0.408116	0.414464	304	NULL	293	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	0.00	Germany	0	Springer-Verlag	NULL	NULL	0.212661
NULL	0386-300X	ACTA MED OKAYAMA	ACTA MEDICA OKAYAMA	2014	Sci	QA	ISI	NULL	NULL	NULL	NULL	NULL	0.000990032	0.305089	0.225903	0.224107	218	NULL	276	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	0.00	Japan	1928	Okayama-Daigaku-	NULL	NULL	0.110884
NULL	0393-6384	ACTA MEDICA MEDITERR	Acta Medica Mediterranea	2014	Sci	PY	ISI	NULL	NULL	NULL	NULL	NULL	0.0000493	0.0141071	0.010514	0.00803571	14	NULL	295	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.0055216
NULL	1646-0758	ACTA MEDICA PORT	Acta Medica Portuguesa	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000759821	0.243661	0.0907991	0.0770536	171	NULL	527	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.0851
NULL	0412-1961	ACTA METALL SIN	ACTA METALLURGICA SINICA	2014	Sci	PZ	ISI	NULL	NULL	NULL	NULL	NULL	0.00233485	0.522768	0.12842	0.114375	399	NULL	1145	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	0.00	China	1956	Kexue-Chubanshe	NULL	NULL	0.261503
NULL	1006-7191	ACTA METALL SIN-ENGL	Acta Metallurgica Sinica-English Letters	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000875252	0.275357	0.160234	0.148929	151	NULL	344	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	0.00		0		NULL	NULL	0.0980282
NULL	0894-0525	ACTA METEOROL SIN	Acta Meteorologica Sinica	2014	Sci	QQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00165513	0.433304	0.31974	0.325536	332	NULL	326	NULL	0	2016-02-10 17:40:35	NULL	0	886.00		0		NULL	NULL	0.185375
NULL	1217-8950	ACTA MICROBIOL IMM H	ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000380903	0.126964	0.133267	0.120268	100	NULL	180	NULL	0	2016-02-10 17:40:35	INFECTIOUS DISEASES	118	0.00		0		NULL	NULL	0.0426611
NULL	0798-4545	ACTA MICROSC	NULL	2014	NULL		ISI	NULL	NULL	NULL	NULL	NULL	0.0000725	0.0201786	0.0270163	0.016875	18	NULL	169	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	NULL	NULL	NULL	NULL	NULL	NULL	0.00812
NULL	1335-1788	ACTA MONTAN SLOVACA	Acta Montanistica Slovaca	2014	Sci	A5 ZQ	ISI	NULL	NULL	NULL	NULL	NULL	0.000252463	0.0811607	0.0646314	0.0511607	55	NULL	246	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.0282759
